GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2003,2003,2003,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,716.89092,717,,
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,1991,1991,1991,AMR,Americas,HTI,Haiti,SEX,SEX_FMLE,Female,28.30895,28.3 [21.2-37.3],21.17418,37.31
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2020,2020,2020,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,4.1817,4.2 [0.3-9.2],0.28195,9.1893
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,2018,2018,2018,AMR,Americas,HTI,Haiti,SEX,SEX_FMLE,Female,58.30324,58.3 [45.4-76.0],45.43937,76.02884
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2016,2016,2016,AMR,Americas,HTI,Haiti,SEX,SEX_FMLE,Female,492.0,492 [113-1013],113.0,1013.0
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2017,2017,2017,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,300.34512,300.3,,
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2017,2017,2017,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,3541.874,3541.9,,
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,1991,1991,1991,AMR,Americas,HTI,Haiti,SEX,SEX_MLE,Male,815.0,815 [387-1320],387.0,1320.0
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2017,2017,2017,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.0,0,,
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2001,2001,2001,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,71.29256,71.3,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2014,2014,2014,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years,0.00296,0,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2001,2001,2001,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.00191,0,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2006,2006,2006,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years,0.13744,0.1,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2014,2014,2014,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.34758,0.3,,
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2011,2011,2011,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,50.0,50,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2013,2013,2013,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years,0.06498,0.1,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2004,2004,2004,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,5.53912,5.5,,
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2002,2002,2002,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,460.55666,460.6,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2014,2014,2014,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.0,0,,
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,1966,1966,1966,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,176.04967,176.0 [159.4-195.0],159.36411,195.01836
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,1995,1995,1995,AMR,Americas,HTI,Haiti,SEX,SEX_FMLE,Female,24.51615,24.5 [19.0-31.1],18.99511,31.13494
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2004,2004,2004,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,19.36998,19.4,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2017,2017,2017,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.00851,0,,
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2018,2018,2018,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,241.73232,241.7,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2015,2015,2015,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years,4.44541,4.4,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,2006,2006,2006,AMR,Americas,HTI,Haiti,SEX,SEX_MLE,Male,9287.0,9287 [8564-10 078],8564.0,10078.0
CM_04,Number of deaths among children ages 5 to 9 years,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-children-ages-5-to-9-years,2005,2005,2005,AMR,Americas,HTI,Haiti,SEX,SEX_FMLE,Female,1238.0,1238 [1017-1500],1017.0,1500.0
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2008,2008,2008,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.00085,0,,
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2021,2021,2021,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,258.06451,258.1,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2015,2015,2015,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.33064,0.3,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2001,2001,2001,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years,10.08852,10.1,,
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2014,2014,2014,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,2983.82792,2984,,
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2020,2020,2020,AMR,Americas,HTI,Haiti,SEX,SEX_FMLE,Female,5.42401,5.4 [2.9-9.1],2.91311,9.10199
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2017,2017,2017,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,1.86158,1.9,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-among-children-ages-5-to-9-years-%28per-1000-children-aged-5%29,1997,1997,1997,AMR,Americas,HTI,Haiti,SEX,SEX_FMLE,Female,14.37211,14.4 [12.3-16.8],12.29513,16.82663
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2011,2011,2011,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.33662,0.3,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2009,2009,2009,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.05225,0.1,,
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,1994,1994,1994,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,15.35291,15.4 [11.9-19.7],11.89761,19.73904
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2015,2015,2015,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,4.95321,5,,
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2009,2009,2009,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,3153.98221,3154,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2006,2006,2006,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.0,0,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2011,2011,2011,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years,2.12579,2.1,,
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2006,2006,2006,AMR,Americas,HTI,Haiti,SEX,SEX_FMLE,Female,6.11654,6.1 [2.7-9.8],2.72353,9.75516
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2003,2003,2003,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.0,0,,
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2020,2020,2020,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,0.0,0.0,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2008,2008,2008,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.00219,0,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,1998,1998,1998,AMR,Americas,HTI,Haiti,SEX,SEX_MLE,Male,11270.0,11 270 [10 499-12 084],10499.0,12084.0
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2021,2021,2021,AMR,Americas,HTI,Haiti,SEX,SEX_MLE,Male,1501.0,1501 [854-2504],854.0,2504.0
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2019,2019,2019,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,0.0,0,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2004,2004,2004,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years,0.12732,0.1,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2010,2010,2010,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years,0.0,0,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2017,2017,2017,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years,0.06763,0.1,,
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2014,2014,2014,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,1824.22144,1824.2,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2011,2011,2011,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.09717,0.1,,
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2016,2016,2016,AMR,Americas,HTI,Haiti,SEX,SEX_MLE,Male,583.0,583 [140-1184],140.0,1184.0
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,1991,1991,1991,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,4124.0,4124 [3078-5451],3078.0,5451.0
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2012,2012,2012,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.00881,0,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,1997,1997,1997,AMR,Americas,HTI,Haiti,SEX,SEX_MLE,Male,122.47326,122.5 [113.5-132.1],113.53888,132.07136
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,2006,2006,2006,AMR,Americas,HTI,Haiti,SEX,SEX_MLE,Male,12463.0,12 463 [11 391-13 634],11391.0,13634.0
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,1993,1993,1993,AMR,Americas,HTI,Haiti,SEX,SEX_FMLE,Female,123.61898,123.6 [114.7-132.9],114.74562,132.87592
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2015,2015,2015,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,255.90466,255.9,,
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2002,2002,2002,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,15.04759,15.0,,
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,1997,1997,1997,AMR,Americas,HTI,Haiti,SEX,SEX_MLE,Male,818.0,818 [437-1259],437.0,1259.0
WHOSIS_000014,Stillbirth rate (per 1000 total births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/stillbirth-rate-%28per-1000-total-births%29,2014,2014,2014,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,19.00007,19 [12-30],11.99988,30.14674
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2010,2010,2010,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,8975.0,8975 [6748-12 012],6748.0,12012.0
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2005,2005,2005,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,451.32058,451,,
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2006,2006,2006,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,4848.47277,4848.5,,
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2021,2021,2021,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,2661.0,2661 [1522-4432],1522.0,4432.0
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,2001,2001,2001,AMR,Americas,HTI,Haiti,SEX,SEX_FMLE,Female,11965.0,11 965 [10 966-12 977],10966.0,12977.0
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2002,2002,2002,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years,4.65079,4.7,,
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2021,2021,2021,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,,,,
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2008,2008,2008,AMR,Americas,HTI,Haiti,SEX,SEX_FMLE,Female,8.82733,8.8 [6.5-11.7],6.54964,11.67179
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/neonatal-mortality-rate-%28per-1000-live-births%29,2006,2006,2006,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,29.56925,29.6 [25.8-35.1],25.80389,35.10897
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2005,2005,2005,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years,20.91778,20.9,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2007,2007,2007,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.01269,0,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2011,2011,2011,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years,4.89458,4.9,,
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,1963,1963,1963,AMR,Americas,HTI,Haiti,SEX,SEX_FMLE,Female,171.2784,171.3 [151.7-193.7],151.69224,193.74603
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2017,2017,2017,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,198.65384,198.7,,
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,1995,1995,1995,AMR,Americas,HTI,Haiti,SEX,SEX_MLE,Male,13.49314,13.5 [10.2-17.7],10.19379,17.73708
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2004,2004,2004,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.05755,0.1,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2006,2006,2006,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.38868,0.4,,
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2019,2019,2019,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,10.94084,10.9 [6.3-17.3],6.34224,17.27572
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,1975,1975,1975,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,28216.0,28 216 [26 359-30 368],26359.0,30368.0
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,1993,1993,1993,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,15.97322,16.0 [12.2-20.7],12.22813,20.74589
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,1992,1992,1992,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,35286.0,35 286 [32 959-37 790],32959.0,37790.0
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2009,2009,2009,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,17.13968,17.1,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2013,2013,2013,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years,0.24883,0.2,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2014,2014,2014,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.06435,0.1,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2005,2005,2005,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years,3.60153,3.6,,
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,1995,1995,1995,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,2402.0,2402 [1883-3059],1883.0,3059.0
WHOSIS_000014,Stillbirth rate (per 1000 total births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/stillbirth-rate-%28per-1000-total-births%29,2016,2016,2016,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,18.65313,18.65 [11.58-29.9],11.57637,29.90361
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,1999,1999,1999,AMR,Americas,HTI,Haiti,SEX,SEX_MLE,Male,10962.0,10 962 [10 181-11 777],10181.0,11777.0
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2019,2019,2019,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,191.79558,192,,
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2010,2010,2010,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,2967.81092,2967.8,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2009,2009,2009,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,2.03369,2,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2012,2012,2012,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,1.6962,1.7,,
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2010,2010,2010,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,48.79828,49,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,1986,1986,1986,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,39328.0,39 328 [36 730-42 035],36730.0,42035.0
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2007,2007,2007,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,3285.2134,3285,,
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2014,2014,2014,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,2137.61731,2138,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,1998,1998,1998,AMR,Americas,HTI,Haiti,SEX,SEX_FMLE,Female,13252.0,13 252 [12 247-14 297],12247.0,14297.0
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2006,2006,2006,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,3597.39252,3597,,
