GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
TB_hiv_art_pct,HIV-positive TB patients on ART (antiretroviral therapy) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/hiv-positive-tb-patients-on-art-%28antiretroviral-therapy%29-%28-%29,2010,2010,2010,AMR,Americas,HTI,Haiti,,,,9.8,9.8,,
TB_ret_nrel,"Previously treated  cases, excluding relapse",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/previously-treated-cases-excluding-relapse,2021,2021,2021,AMR,Americas,HTI,Haiti,,,,258.0,258,,
TB_new_snsuoth,"New cases: Pulmonary, smear-negative/unknown/not done and other new cases",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/new-cases-pulmonary-smear-negative-unknown-not-done-and-other-new-cases,2003,2003,2003,AMR,Americas,HTI,Haiti,,,,5305.0,5305,,
TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis-treatment-coverage,2007,2007,2007,AMR,Americas,HTI,Haiti,,,,58.0,58 [35-120],35.0,120.0
TB_ret_nrel,"Previously treated  cases, excluding relapse",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/previously-treated-cases-excluding-relapse,2019,2019,2019,AMR,Americas,HTI,Haiti,,,,360.0,360,,
TB_c_new_tsr,Treatment success rate: new TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-new-tb-cases,2002,2002,2002,AMR,Americas,HTI,Haiti,,,,75.0,75,,
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tested-tb-patients-hiv-positive-%28-%29,2019,2019,2019,AMR,Americas,HTI,Haiti,,,,16.0,16,,
TB_c_tbhiv_tsr,Treatment success rate: HIV-positive TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-hiv-positive-tb-cases,2017,2017,2017,AMR,Americas,HTI,Haiti,,,,61.0,61,,
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tested-tb-patients-hiv-positive-%28-%29,2021,2021,2021,AMR,Americas,HTI,Haiti,,,,14.0,14,,
TB_hiv_art_pct,HIV-positive TB patients on ART (antiretroviral therapy) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/hiv-positive-tb-patients-on-art-%28antiretroviral-therapy%29-%28-%29,2009,2009,2009,AMR,Americas,HTI,Haiti,,,,7.9,7.9,,
TB_e_inc_num,Number of incident tuberculosis cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases,2021,2021,2021,AMR,Americas,HTI,Haiti,,,,18000.0,18000 [14000-23000],14000.0,23000.0
TB_ret_rel_clindx,"Relapse cases: Pulmonary, clinically diagnosed",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/relapse-cases-pulmonary-clinically-diagnosed,2016,2016,2016,AMR,Americas,HTI,Haiti,,,,231.0,231,,
TB_c_newinc,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis---new-and-relapse-cases,2015,2015,2015,AMR,Americas,HTI,Haiti,,,,16234.0,16234,,
TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis-treatment-coverage,2014,2014,2014,AMR,Americas,HTI,Haiti,,,,76.0,76 [58-100],58.0,100.0
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/incidence-of-tuberculosis-%28per-100-000-population-per-year%29,2012,2012,2012,AMR,Americas,HTI,Haiti,,,,213.0,213 [154-281],154.0,281.0
TB_c_newinc,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis---new-and-relapse-cases,2001,2001,2001,AMR,Americas,HTI,Haiti,,,,10224.0,10224,,
TB_e_inc_num,Number of incident tuberculosis cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases,2013,2013,2013,AMR,Americas,HTI,Haiti,,,,21000.0,21000 [16000-27000],16000.0,27000.0
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/incidence-of-tuberculosis-%28per-100-000-population-per-year%29,2008,2008,2008,AMR,Americas,HTI,Haiti,,,,248.0,248 [127-409],127.0,409.0
TB_rr_mdr,Confirmed cases of RR-/MDR-TB,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/confirmed-cases-of-rr--mdr-tb,2017,2017,2017,AMR,Americas,HTI,Haiti,,,,122.0,122,,
TB_hiv_art_pct,HIV-positive TB patients on ART (antiretroviral therapy) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/hiv-positive-tb-patients-on-art-%28antiretroviral-therapy%29-%28-%29,2011,2011,2011,AMR,Americas,HTI,Haiti,,,,6.9,6.9,,
TB_ret_rel,Relapse cases (pre-2013 definition),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/relapse-cases-%28pre-2013-definition%29,2004,2004,2004,AMR,Americas,HTI,Haiti,,,,271.0,271,,
TB_hiv_art_pct,HIV-positive TB patients on ART (antiretroviral therapy) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/hiv-positive-tb-patients-on-art-%28antiretroviral-therapy%29-%28-%29,2014,2014,2014,AMR,Americas,HTI,Haiti,,,,54.0,54,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/incidence-of-tuberculosis-%28per-100-000-population-per-year%29,2001,2001,2001,AMR,Americas,HTI,Haiti,,,,274.0,274 [129-473],129.0,473.0
TB_new_sp,"New cases: Pulmonary, smear-positive",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/new-cases-pulmonary-smear-positive,2009,2009,2009,AMR,Americas,HTI,Haiti,,,,8435.0,8435,,
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/incidence-of-tuberculosis-%28per-100-000-population%29-%28hiv-positive-cases%29,2018,2018,2018,AMR,Americas,HTI,Haiti,,,,27.0,27 [20-34],20.0,34.0
TB_c_tbhiv_tsr,Treatment success rate: HIV-positive TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-hiv-positive-tb-cases,2015,2015,2015,AMR,Americas,HTI,Haiti,,,,64.0,64,,
TB_ret_rel,Relapse cases (pre-2013 definition),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/relapse-cases-%28pre-2013-definition%29,2003,2003,2003,AMR,Americas,HTI,Haiti,,,,301.0,301,,
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases-%28hiv-positive-cases%29,2006,2006,2006,AMR,Americas,HTI,Haiti,,,,7400.0,7400 [2500-15000],2500.0,15000.0
TB_c_dst_rlt_ret_pct,Previously treated cases tested for RR-/MDR-TB (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/previously-treated-cases-tested-for-rr--mdr-tb-%28-%29,2010,2010,2010,AMR,Americas,HTI,Haiti,,,,10.0,10,,
TB_c_tbhiv_tsr,Treatment success rate: HIV-positive TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-hiv-positive-tb-cases,2011,2011,2011,AMR,Americas,HTI,Haiti,,,,70.0,70,,
TB_c_new_tsr,Treatment success rate: new TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-new-tb-cases,2000,2000,2000,AMR,Americas,HTI,Haiti,,,,71.0,71,,
TB_c_ret_tsr,Treatment success rate: previously treated TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-previously-treated-tb-cases,2016,2016,2016,AMR,Americas,HTI,Haiti,,,,61.0,61,,
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/incidence-of-tuberculosis-%28per-100-000-population%29-%28hiv-positive-cases%29,2020,2020,2020,AMR,Americas,HTI,Haiti,,,,22.0,22 [17-29],17.0,29.0
TB_c_mdr_tx,Cases started on MDR-TB treatment,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/cases-started-on-mdr-tb-treatment,2015,2015,2015,AMR,Americas,HTI,Haiti,,,,90.0,90,,
TB_c_mdr_tx,Cases started on MDR-TB treatment,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/cases-started-on-mdr-tb-treatment,2012,2012,2012,AMR,Americas,HTI,Haiti,,,,62.0,62,,
TB_c_new_tsr,Treatment success rate: new TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-new-tb-cases,2003,2003,2003,AMR,Americas,HTI,Haiti,,,,75.0,75,,
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases-%28hiv-positive-cases%29,2020,2020,2020,AMR,Americas,HTI,Haiti,,,,2500.0,2500 [1900-3200],1900.0,3200.0
TB_hivtest_pct,TB patients with known HIV status (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tb-patients-with-known-hiv-status-%28-%29,2012,2012,2012,AMR,Americas,HTI,Haiti,,,,81.0,81,,
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases-%28hiv-positive-cases%29,2018,2018,2018,AMR,Americas,HTI,Haiti,,,,2900.0,2900 [2200-3700],2200.0,3700.0
TB_newret_oth,Treatment history unknown,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-history-unknown,2006,2006,2006,AMR,Americas,HTI,Haiti,,,,0.0,0,,
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/incidence-of-tuberculosis-%28per-100-000-population%29-%28hiv-positive-cases%29,2000,2000,2000,AMR,Americas,HTI,Haiti,,,,118.0,118 [43-229],43.0,229.0
TB_c_mdr_tsr,Treatment success rate for patients treated for MDR-TB (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-for-patients-treated-for-mdr-tb-%28-%29,2016,2016,2016,AMR,Americas,HTI,Haiti,,,,82.0,82,,
TB_c_tbhiv_tsr,Treatment success rate: HIV-positive TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-hiv-positive-tb-cases,2014,2014,2014,AMR,Americas,HTI,Haiti,,,,67.0,67,,
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tested-tb-patients-hiv-positive-%28-%29,2005,2005,2005,AMR,Americas,HTI,Haiti,,,,35.0,35,,
TB_hiv_art_pct,HIV-positive TB patients on ART (antiretroviral therapy) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/hiv-positive-tb-patients-on-art-%28antiretroviral-therapy%29-%28-%29,2020,2020,2020,AMR,Americas,HTI,Haiti,,,,85.0,85,,
TB_c_new_tsr,Treatment success rate: new TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-new-tb-cases,2004,2004,2004,AMR,Americas,HTI,Haiti,,,,73.0,73,,
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tested-tb-patients-hiv-positive-%28-%29,2011,2011,2011,AMR,Americas,HTI,Haiti,,,,21.0,21,,
TB_c_tbhiv_tsr,Treatment success rate: HIV-positive TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-hiv-positive-tb-cases,2010,2010,2010,AMR,Americas,HTI,Haiti,,,,67.0,67,,
TB_c_ret_tsr,Treatment success rate: previously treated TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-previously-treated-tb-cases,2002,2002,2002,AMR,Americas,HTI,Haiti,,,,69.0,69,,
TB_hiv_art_pct,HIV-positive TB patients on ART (antiretroviral therapy) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/hiv-positive-tb-patients-on-art-%28antiretroviral-therapy%29-%28-%29,2007,2007,2007,AMR,Americas,HTI,Haiti,,,,13.0,13,,
TB_ret_rel,Relapse cases (pre-2013 definition),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/relapse-cases-%28pre-2013-definition%29,2008,2008,2008,AMR,Americas,HTI,Haiti,,,,313.0,313,,
TB_ret_nrel,"Previously treated  cases, excluding relapse",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/previously-treated-cases-excluding-relapse,2016,2016,2016,AMR,Americas,HTI,Haiti,,,,265.0,265,,
TB_c_ret_tsr,Treatment success rate: previously treated TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-previously-treated-tb-cases,2012,2012,2012,AMR,Americas,HTI,Haiti,,,,67.0,67,,
TB_rr_mdr,Confirmed cases of RR-/MDR-TB,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/confirmed-cases-of-rr--mdr-tb,2021,2021,2021,AMR,Americas,HTI,Haiti,,,,73.0,73,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/incidence-of-tuberculosis-%28per-100-000-population-per-year%29,2007,2007,2007,AMR,Americas,HTI,Haiti,,,,257.0,257 [128-431],128.0,431.0
TB_c_new_tsr,Treatment success rate: new TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-new-tb-cases,2016,2016,2016,AMR,Americas,HTI,Haiti,,,,82.0,82,,
TB_newret_oth,Treatment history unknown,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-history-unknown,2012,2012,2012,AMR,Americas,HTI,Haiti,,,,4.0,4,,
TB_new_snsuoth,"New cases: Pulmonary, smear-negative/unknown/not done and other new cases",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/new-cases-pulmonary-smear-negative-unknown-not-done-and-other-new-cases,2011,2011,2011,AMR,Americas,HTI,Haiti,,,,4871.0,4871,,
TB_rr_mdr,Confirmed cases of RR-/MDR-TB,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/confirmed-cases-of-rr--mdr-tb,2013,2013,2013,AMR,Americas,HTI,Haiti,,,,101.0,101,,
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tested-tb-patients-hiv-positive-%28-%29,2010,2010,2010,AMR,Americas,HTI,Haiti,,,,20.0,20,,
TB_ret_rel_ep,Relapse cases: extrapulmonary,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/relapse-cases-extrapulmonary,2017,2017,2017,AMR,Americas,HTI,Haiti,,,,67.0,67,,
TB_hiv_art_pct,HIV-positive TB patients on ART (antiretroviral therapy) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/hiv-positive-tb-patients-on-art-%28antiretroviral-therapy%29-%28-%29,2008,2008,2008,AMR,Americas,HTI,Haiti,,,,9.8,9.8,,
TB_new_clindx,"New or unknown treatment history cases: Pulmonary, clinically diagnosed",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/new-or-unknown-treatment-history-cases-pulmonary-clinically-diagnosed,2021,2021,2021,AMR,Americas,HTI,Haiti,,,,1672.0,1672,,
TB_ret_rel_ep,Relapse cases: extrapulmonary,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/relapse-cases-extrapulmonary,2016,2016,2016,AMR,Americas,HTI,Haiti,,,,62.0,62,,
TB_c_newinc,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis---new-and-relapse-cases,2010,2010,2010,AMR,Americas,HTI,Haiti,,,,14222.0,14222,,
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/incidence-of-tuberculosis-%28per-100-000-population%29-%28hiv-positive-cases%29,2010,2010,2010,AMR,Americas,HTI,Haiti,,,,45.0,45 [25-73],25.0,73.0
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/incidence-of-tuberculosis-%28per-100-000-population-per-year%29,2020,2020,2020,AMR,Americas,HTI,Haiti,,,,164.0,164 [125-210],125.0,210.0
TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis-treatment-coverage,2004,2004,2004,AMR,Americas,HTI,Haiti,,,,59.0,59 [34-130],34.0,130.0
TB_c_mdr_tsr,Treatment success rate for patients treated for MDR-TB (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-for-patients-treated-for-mdr-tb-%28-%29,2020,2020,2020,AMR,Americas,HTI,Haiti,,,,84.0,84,,
TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis-treatment-coverage,2015,2015,2015,AMR,Americas,HTI,Haiti,,,,79.0,79 [63-100],63.0,100.0
TB_c_new_tsr,Treatment success rate: new TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-new-tb-cases,1999,1999,1999,AMR,Americas,HTI,Haiti,,,,67.0,67,,
TB_c_tbhiv_tsr,Treatment success rate: HIV-positive TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-hiv-positive-tb-cases,2016,2016,2016,AMR,Americas,HTI,Haiti,,,,66.0,66,,
TB_c_dst_rlt_new_pct,New cases tested for RR-/MDR-TB (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/new-cases-tested-for-rr--mdr-tb-%28-%29,2015,2015,2015,AMR,Americas,HTI,Haiti,,,,9.5,9.5,,
TB_c_tbhiv_tsr,Treatment success rate: HIV-positive TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-hiv-positive-tb-cases,2012,2012,2012,AMR,Americas,HTI,Haiti,,,,70.0,70,,
TB_hiv_art_pct,HIV-positive TB patients on ART (antiretroviral therapy) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/hiv-positive-tb-patients-on-art-%28antiretroviral-therapy%29-%28-%29,2012,2012,2012,AMR,Americas,HTI,Haiti,,,,46.0,46,,
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/incidence-of-tuberculosis-%28per-100-000-population%29-%28hiv-positive-cases%29,2016,2016,2016,AMR,Americas,HTI,Haiti,,,,28.0,28 [21-37],21.0,37.0
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/incidence-of-tuberculosis-%28per-100-000-population%29-%28hiv-positive-cases%29,2017,2017,2017,AMR,Americas,HTI,Haiti,,,,29.0,29 [22-37],22.0,37.0
TB_c_tbhiv_tsr,Treatment success rate: HIV-positive TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-hiv-positive-tb-cases,2018,2018,2018,AMR,Americas,HTI,Haiti,,,,67.0,67,,
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases-%28hiv-positive-cases%29,2014,2014,2014,AMR,Americas,HTI,Haiti,,,,3900.0,3900 [2800-5100],2800.0,5100.0
TB_ret_nrel,"Previously treated  cases, excluding relapse",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/previously-treated-cases-excluding-relapse,2006,2006,2006,AMR,Americas,HTI,Haiti,,,,43.0,43,,
TB_hivtest_pct,TB patients with known HIV status (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tb-patients-with-known-hiv-status-%28-%29,2020,2020,2020,AMR,Americas,HTI,Haiti,,,,100.0,100,,
TB_new_sp,"New cases: Pulmonary, smear-positive",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/new-cases-pulmonary-smear-positive,2006,2006,2006,AMR,Americas,HTI,Haiti,,,,7461.0,7461,,
TB_ret_rel,Relapse cases (pre-2013 definition),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/relapse-cases-%28pre-2013-definition%29,2000,2000,2000,AMR,Americas,HTI,Haiti,,,,236.0,236,,
TB_c_tbhiv_tsr,Treatment success rate: HIV-positive TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-hiv-positive-tb-cases,2009,2009,2009,AMR,Americas,HTI,Haiti,,,,65.0,65,,
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tested-tb-patients-hiv-positive-%28-%29,2014,2014,2014,AMR,Americas,HTI,Haiti,,,,19.0,19,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/incidence-of-tuberculosis-%28per-100-000-population-per-year%29,2021,2021,2021,AMR,Americas,HTI,Haiti,,,,159.0,159 [119-204],119.0,204.0
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases-%28hiv-positive-cases%29,2017,2017,2017,AMR,Americas,HTI,Haiti,,,,3200.0,3200 [2400-4100],2400.0,4100.0
TB_c_mdr_tsr,Treatment success rate for patients treated for MDR-TB (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-for-patients-treated-for-mdr-tb-%28-%29,2017,2017,2017,AMR,Americas,HTI,Haiti,,,,85.0,85,,
TB_c_newinc,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis---new-and-relapse-cases,2003,2003,2003,AMR,Americas,HTI,Haiti,,,,14004.0,14004,,
TB_ret_nrel,"Previously treated  cases, excluding relapse",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/previously-treated-cases-excluding-relapse,2017,2017,2017,AMR,Americas,HTI,Haiti,,,,463.0,463,,
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/incidence-of-tuberculosis-%28per-100-000-population%29-%28hiv-positive-cases%29,2009,2009,2009,AMR,Americas,HTI,Haiti,,,,54.0,54 [28-87],28.0,87.0
TB_c_mdr_tx,Cases started on MDR-TB treatment,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/cases-started-on-mdr-tb-treatment,2013,2013,2013,AMR,Americas,HTI,Haiti,,,,81.0,81,,
TB_e_inc_num,Number of incident tuberculosis cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases,2009,2009,2009,AMR,Americas,HTI,Haiti,,,,23000.0,23000 [12000-38000],12000.0,38000.0
TB_ret_nrel,"Previously treated  cases, excluding relapse",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/previously-treated-cases-excluding-relapse,2009,2009,2009,AMR,Americas,HTI,Haiti,,,,84.0,84,,
TB_new_clindx,"New or unknown treatment history cases: Pulmonary, clinically diagnosed",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/new-or-unknown-treatment-history-cases-pulmonary-clinically-diagnosed,2017,2017,2017,AMR,Americas,HTI,Haiti,,,,2432.0,2432,,
TB_rr_mdr,Confirmed cases of RR-/MDR-TB,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/confirmed-cases-of-rr--mdr-tb,2015,2015,2015,AMR,Americas,HTI,Haiti,,,,102.0,102,,
TB_hivtest_pct,TB patients with known HIV status (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tb-patients-with-known-hiv-status-%28-%29,2016,2016,2016,AMR,Americas,HTI,Haiti,,,,93.0,93,,
TB_c_xdr_tsr,Treatment success rate: XDR-TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-xdr-tb-cases,2017,2017,2017,AMR,Americas,HTI,Haiti,,,,0.0,0,,
TB_c_mdr_tsr,Treatment success rate for patients treated for MDR-TB (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-for-patients-treated-for-mdr-tb-%28-%29,2011,2011,2011,AMR,Americas,HTI,Haiti,,,,69.0,69,,
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tested-tb-patients-hiv-positive-%28-%29,2020,2020,2020,AMR,Americas,HTI,Haiti,,,,13.0,13,,
TB_c_newinc,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis---new-and-relapse-cases,2020,2020,2020,AMR,Americas,HTI,Haiti,,,,11273.0,11273,,
TB_ret_rel_clindx,"Relapse cases: Pulmonary, clinically diagnosed",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/relapse-cases-pulmonary-clinically-diagnosed,2017,2017,2017,AMR,Americas,HTI,Haiti,,,,250.0,250,,
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases-%28hiv-positive-cases%29,2008,2008,2008,AMR,Americas,HTI,Haiti,,,,5500.0,5500 [2700-9300],2700.0,9300.0
TB_ret_rel_clindx,"Relapse cases: Pulmonary, clinically diagnosed",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/relapse-cases-pulmonary-clinically-diagnosed,2014,2014,2014,AMR,Americas,HTI,Haiti,,,,281.0,281,,
TB_ret_rel_ep,Relapse cases: extrapulmonary,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/relapse-cases-extrapulmonary,2021,2021,2021,AMR,Americas,HTI,Haiti,,,,44.0,44,,
TB_c_mdr_tsr,Treatment success rate for patients treated for MDR-TB (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-for-patients-treated-for-mdr-tb-%28-%29,2013,2013,2013,AMR,Americas,HTI,Haiti,,,,83.0,83,,
TB_e_inc_num,Number of incident tuberculosis cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases,2022,2022,2022,AMR,Americas,HTI,Haiti,,,,18000.0,18000 [13000-23000],13000.0,23000.0
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases-%28hiv-positive-cases%29,2003,2003,2003,AMR,Americas,HTI,Haiti,,,,7600.0,7600 [2500-16000],2500.0,16000.0
TB_rr_mdr,Confirmed cases of RR-/MDR-TB,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/confirmed-cases-of-rr--mdr-tb,2010,2010,2010,AMR,Americas,HTI,Haiti,,,,41.0,41,,
TB_rr_mdr,Confirmed cases of RR-/MDR-TB,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/confirmed-cases-of-rr--mdr-tb,2016,2016,2016,AMR,Americas,HTI,Haiti,,,,132.0,132,,
